,bias,sentiment,pos,PosScore,NegScore,Gloss,c2,bias probability,Unbiased probability,loglikelihood
4946,"[45, 31]","[27, 5, 6, 3, 35]",a,0.5,0.375,"consistent with fact or reality; not false; ""the story is true""; ""it is undesirable to believe a proposition when there is no ground whatever for supposing it true""- B. Russell; ""the true meaning of the statement""",true,0.004083473103917845,0.005869942333259199,-0.3628969325477531
4947,"[45, 31]","[27, 5, 6, 3, 35]",a,0.5,0.0,"worthy of being depended on; ""a dependable worker""; ""an honest working stiff""; ""a reliable sourcSFLe of information""; ""he was true to his word""; ""I would be true for there are those who trust me""",true,0.004083473103917845,0.005869942333259199,-0.3628969325477531
4948,"[45, 31]","[27, 5, 6, 3, 35]",a,0.5,0.125,"conforming to definitive criteria; ""the horseshoe crab is not a true crab""; ""Pythagoras was the first true mathematician""",true,0.004083473103917845,0.005869942333259199,-0.3628969325477531
4949,"[5, 5]","[5, 2, 1, 0, 2]",n,0.0,0.0,a railway line connected to a trunk line,spur,0.0007656512069845959,0.0007656446521642434,8.561141615412339e-06
4950,"[5, 5]","[5, 2, 1, 0, 2]",n,0.0,0.0,"a sharp prod fixed to a rider's heel and used to urge a horse onward; ""cowboys know not to squat with their spurs on""",spur,0.0007656512069845959,0.0007656446521642434,8.561141615412339e-06
4951,"[5, 5]","[5, 2, 1, 0, 2]",n,0.0,0.0,"a verbalization that encourages you to attempt something; ""the ceaseless prodding got on his nerves""",spur,0.0007656512069845959,0.0007656446521642434,8.561141615412339e-06
4952,"[5, 5]","[5, 2, 1, 0, 2]",n,0.0,0.0,"a verbalization that encourages you to attempt something; ""the ceaseless prodding got on his nerves""",spur,0.0007656512069845959,0.0007656446521642434,8.561141615412339e-06
4953,"[8, 1]","[1, 0, 0, 4, 4]",n,0.0,0.0,(Greek mythology) the husband of Medea and leader of the Argonauts who sailed in quest of the Golden Fleece,jason,0.0002552170689948653,0.001148466978246365,-1.5040688356346588
4954,"[5, 4]","[4, 0, 1, 3, 1]",n,0.0,0.5,"something that inspires dislike; something horrible; ""the painting that others found so beautiful was a horror to him""",horror,0.0006380426724871633,0.0007656446521642434,-0.18231299565233922
4955,"[5, 4]","[4, 0, 1, 3, 1]",n,0.125,0.625,intense aversion,horror,0.0006380426724871633,0.0007656446521642434,-0.18231299565233922
4956,"[5, 4]","[4, 0, 1, 3, 1]",n,0.375,0.25,intense and profound fear,horror,0.0006380426724871633,0.0007656446521642434,-0.18231299565233922
4957,"[4, 7]","[3, 1, 0, 4, 3]",n,0.0,0.0,a person whose creative work shows sensitivity and imagination,artist,0.0010208682759794612,0.0006380372101368695,0.4700121903873508
4958,"[0, 2]","[0, 0, 0, 2, 0]",n,0.0,0.125,an insane person,maniac,0.00038282560349229796,0.0001276074420273739,1.098620849809725
4959,"[0, 2]","[0, 0, 0, 2, 0]",n,0.0,0.0,a person who has an obsession with or excessive enthusiasm for something,maniac,0.00038282560349229796,0.0001276074420273739,1.098620849809725
4960,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.0,"activity that tries to conceal something; ""no mask could conceal his ignorance""; ""they moved in under a mask of friendship""",mask,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
4961,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.0,"the act of concealing the existence of something by obstructing the view of it; ""the cover concealed their guns from enemy aircraft""",mask,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
4962,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.0,a covering to disguise or conceal the face,mask,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
4963,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.125,a protective covering worn over the face,mask,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
4964,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.0,scenery used to block the audience's view of parts of the stage that should not be seen,mask,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
4965,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.25,"the blocking of one sensation resulting from the presence of another sensation; ""he studied auditory masking by pure tones""",mask,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
4966,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.0,a party of guests wearing costumes and masks,mask,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
4967,"[9, 2]","[5, 1, 2, 3, 0]",n,0.0,0.625,"a wrong action attributable to bad judgment or ignorance or inattention; ""he made a bad mistake""; ""she was quick to point out my errors""; ""I could understand his English in spite of his grammatical faults""",fault,0.00038282560349229796,0.001276074420273739,-1.2039642431843207
4968,"[9, 2]","[5, 1, 2, 3, 0]",n,0.0,0.0,"(sports) a serve that is illegal (e.g., that lands outside the prescribed area); ""he served too many double faults""",fault,0.00038282560349229796,0.001276074420273739,-1.2039642431843207
4969,"[9, 2]","[5, 1, 2, 3, 0]",n,0.0,0.25,"responsibility for a bad situation or event; ""it was John's fault""",fault,0.00038282560349229796,0.001276074420273739,-1.2039642431843207
4970,"[9, 2]","[5, 1, 2, 3, 0]",n,0.0,0.875,"the quality of being inadequate or falling short of perfection; ""they discussed the merits and demerits of her novel""; ""he knew his own faults much better than she did""",fault,0.00038282560349229796,0.001276074420273739,-1.2039642431843207
4971,"[9, 2]","[5, 1, 2, 3, 0]",n,0.0,0.0,"(electronics) equipment failure attributable to some defect in a circuit (loose connection or insulation failure or short circuit etc.); ""it took much longer to find the fault than to fix it""",fault,0.00038282560349229796,0.001276074420273739,-1.2039642431843207
4972,"[9, 2]","[5, 1, 2, 3, 0]",n,0.0,0.0,"(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other; ""they built it right over a geological fault""; ""he studied the faulting of the earth's crust""",fault,0.00038282560349229796,0.001276074420273739,-1.2039642431843207
4973,"[9, 2]","[5, 1, 2, 3, 0]",n,0.0,0.0,"(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other; ""they built it right over a geological fault""; ""he studied the faulting of the earth's crust""",fault,0.00038282560349229796,0.001276074420273739,-1.2039642431843207
4974,"[2, 1]","[1, 0, 1, 0, 1]",n,0.0,0.0,the act of taking a step in walking,footstep,0.0002552170689948653,0.0003828223260821217,-0.40545654696654915
4975,"[2, 1]","[1, 0, 1, 0, 1]",n,0.0,0.0,"the sound of a step of someone walking; ""he heard footsteps on the porch""",footstep,0.0002552170689948653,0.0003828223260821217,-0.40545654696654915
4976,"[0, 5]","[3, 0, 0, 1, 1]",n,0.0,0.5,a form of government in which the ruler is an absolute dictator (not restricted by a constitution or laws or opposition etc.),dictatorship,0.0007656512069845959,0.0001276074420273739,1.7917680303696704
4977,"[55, 39]","[37, 8, 9, 15, 25]",a,0.0,0.0,"just preceding something else in time or order; ""the previous owner""; ""my old house was larger""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4978,"[55, 39]","[37, 8, 9, 15, 25]",a,0.0,0.0,"of a very early stage in development; ""Old English is also called Anglo Saxon""; ""Old High German is High German from the middle of the 9th to the end of the 11th century""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4979,"[55, 39]","[37, 8, 9, 15, 25]",a,0.125,0.0,"skilled through long experience; ""an old offender""; ""the older soldiers""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4980,"[55, 39]","[37, 8, 9, 15, 25]",a,0.125,0.0,"skilled through long experience; ""an old offender""; ""the older soldiers""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4981,"[55, 39]","[37, 8, 9, 15, 25]",a,0.375,0.25,"(used for emphasis) very familiar; ""good old boy""; ""same old story""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4982,"[55, 39]","[37, 8, 9, 15, 25]",a,0.5,0.0,"(used informally especially for emphasis); ""a real honest-to-god live cowboy""; ""had us a high old time""; ""went upriver to look at a sure-enough fish wheel""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4983,"[55, 39]","[37, 8, 9, 15, 25]",a,0.0,0.375,"of long duration; not new; ""old tradition""; ""old house""; ""old wine""; ""old country""; ""old friendships""; ""old money""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4984,"[55, 39]","[37, 8, 9, 15, 25]",a,0.375,0.0,"(used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4985,"[55, 39]","[37, 8, 9, 15, 25]",a,0.5,0.0,"advanced in years; (`aged' is pronounced as two syllables); ""aged members of the society""; ""elderly residents could remember the construction of the first skyscraper""; ""senior citizen""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4986,"[55, 39]","[37, 8, 9, 15, 25]",a,0.0,0.0,"belonging to some prior time; ""erstwhile friend""; ""our former glory""; ""the once capital of the state""; ""her quondam lover""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4987,"[55, 39]","[37, 8, 9, 15, 25]",a,0.375,0.0,"used of the older of two persons of the same name especially used to distinguish a father from his son; ""Bill Adams, Sr.""",old,0.005104341379897306,0.007146016753532938,-0.3364636754795975
4988,"[5, 8]","[8, 0, 1, 2, 2]",a,0.0,0.0,"from the south; used especially of wind; ""a hot southerly wind""; ""southern breezes""; ""the winds are southerly""",southern,0.001148476810476894,0.0007656446521642434,0.40547366924977973
4989,"[5, 8]","[8, 0, 1, 2, 2]",a,0.0,0.0,"situated in or oriented toward the south; ""a southern exposure""; ""took a southerly course""",southern,0.001148476810476894,0.0007656446521642434,0.40547366924977973
4990,"[5, 8]","[8, 0, 1, 2, 2]",a,0.0,0.0,"situated in or coming from regions of the south; ""the southern hemisphere""; ""southern constellations""",southern,0.001148476810476894,0.0007656446521642434,0.40547366924977973
4991,"[5, 8]","[8, 0, 1, 2, 2]",a,0.0,0.0,"in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line; ""southern hospitality""; ""southern cooking""; ""southern plantations""",southern,0.001148476810476894,0.0007656446521642434,0.40547366924977973
4992,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,a person who joins with another in carrying out some plan (especially an unethical or illegal plan),confederate,0.0005104341379897306,0.0001276074420273739,1.386302922261506
4993,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,someone who assists in a plot,confederate,0.0005104341379897306,0.0001276074420273739,1.386302922261506
4994,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,a supporter of the Confederate States of America,confederate,0.0005104341379897306,0.0001276074420273739,1.386302922261506
4995,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,"a person who argues to defend or justify some policy or institution; ""an apologist for capital punishment""",apologist,0.00038282560349229796,0.0001276074420273739,1.098620849809725
4996,"[3, 5]","[6, 0, 0, 0, 2]",n,0.0,0.125,the act of inflicting corporal punishment with repeated blows,beating,0.0007656512069845959,0.0005104297681094956,0.40547366924977973
4997,"[3, 5]","[6, 0, 0, 0, 2]",n,0.0,0.0,the act of overcoming or outdoing,beating,0.0007656512069845959,0.0005104297681094956,0.40547366924977973
4998,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,"the act of playing drums; ""he practiced his drumming several hours every day""",drum,0.0005104341379897306,0.0001276074420273739,1.386302922261506
4999,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,small to medium-sized bottom-dwelling food and game fishes of shallow coastal and fresh waters that make a drumming noise,drum,0.0005104341379897306,0.0001276074420273739,1.386302922261506
5000,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,a hollow cast-iron cylinder attached to the wheel that forms part of the brakes,drum,0.0005104341379897306,0.0001276074420273739,1.386302922261506
5001,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,drum,0.0005104341379897306,0.0001276074420273739,1.386302922261506
5002,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,a cylindrical metal container used for shipping or storage of liquids,drum,0.0005104341379897306,0.0001276074420273739,1.386302922261506
5003,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,"the sound of a drum; ""he could hear the drums before he heard the fifes""",drum,0.0005104341379897306,0.0001276074420273739,1.386302922261506
5004,"[28, 9]","[28, 2, 3, 3, 1]",n,0.0,0.0,a native or inhabitant of Saudi Arabia,saudi,0.0012760853449743266,0.003700615818793843,-1.064702175850813
5005,"[17, 2]","[14, 2, 1, 1, 1]",n,0.0,0.0,a peninsula between the Red Sea and the Persian Gulf; strategically important for its oil resources,arabia,0.00038282560349229796,0.00229693395649273,-1.7917509080864398
5006,"[4, 3]","[5, 0, 1, 1, 0]",a,0.375,0.0,"equipped or prepared with necessary intellectual resources; ""graduates well equipped to handle such problems""; ""equipped to be a scholar""",prepared,0.0005104341379897306,0.0006380372101368695,-0.2231349901725945
5007,"[4, 3]","[5, 0, 1, 1, 0]",a,0.625,0.0,"made ready or fit or suitable beforehand; ""a prepared statement""; ""be prepared for emergencies""",prepared,0.0005104341379897306,0.0006380372101368695,-0.2231349901725945
5008,"[4, 3]","[5, 0, 1, 1, 0]",a,0.125,0.0,"having made preparations; ""prepared to take risks""",prepared,0.0005104341379897306,0.0006380372101368695,-0.2231349901725945
5009,"[33, 10]","[18, 2, 2, 10, 11]",n,0.0,0.0,"the act of joining together as one; ""the merging of the two groups occurred quickly""; ""there was no meeting of minds""",meeting,0.0014036938794717592,0.0043386530289307125,-1.1284566906761755
5010,"[33, 10]","[18, 2, 2, 10, 11]",n,0.0,0.0,"the social act of assembling for some common purpose; ""his meeting with the salesmen was the high point of his day""",meeting,0.0014036938794717592,0.0043386530289307125,-1.1284566906761755
5011,"[33, 10]","[18, 2, 2, 10, 11]",n,0.0,0.125,"a casual or unexpected convergence; ""he still remembers their meeting in Paris""; ""there was a brief encounter in the hallway""",meeting,0.0014036938794717592,0.0043386530289307125,-1.1284566906761755
5012,"[33, 10]","[18, 2, 2, 10, 11]",n,0.0,0.0,"a formally arranged gathering; ""next year the meeting will be in Chicago""; ""the meeting elected a chairperson""",meeting,0.0014036938794717592,0.0043386530289307125,-1.1284566906761755
5013,"[33, 10]","[18, 2, 2, 10, 11]",n,0.0,0.0,"a small informal social gathering; ""there was an informal meeting in my living room""",meeting,0.0014036938794717592,0.0043386530289307125,-1.1284566906761755
5014,"[33, 10]","[18, 2, 2, 10, 11]",n,0.0,0.0,"a place where things merge or flow together (especially rivers); ""Pittsburgh is located at the confluence of the Allegheny and Monongahela rivers""",meeting,0.0014036938794717592,0.0043386530289307125,-1.1284566906761755
5015,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,the characteristic sounds made by a horse,whinny,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
5016,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,a hypothetical subatomic particle of large mass that interacts weakly with ordinary matter through gravitation; postulated as a constituent of the dark matter of the universe,wimp,0.0005104341379897306,0.0001276074420273739,1.386302922261506
5017,"[1, 6]","[7, 0, 0, 0, 0]",n,0.375,0.0,a diplomat of the highest rank; accredited as representative from one country to another,ambassador,0.0008932597414820285,0.0002552148840547478,1.2527715296369835
5018,"[1, 6]","[7, 0, 0, 0, 0]",n,0.0,0.125,"an informal representative; ""an ambassador of good will""",ambassador,0.0008932597414820285,0.0002552148840547478,1.2527715296369835
5019,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a native or inhabitant of Kenya,kenyan,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
5020,"[1, 2]","[3, 0, 0, 0, 0]",n,0.25,0.375,aggravation by deriding or mocking or criticizing,taunt,0.00038282560349229796,0.0002552148840547478,0.40547366924977973
5021,"[1, 2]","[3, 0, 0, 0, 0]",n,0.25,0.375,aggravation by deriding or mocking or criticizing,taunt,0.00038282560349229796,0.0002552148840547478,0.40547366924977973
5022,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,the fielding position of the player on a baseball team who is stationed at first of the bases in the infield (counting counterclockwise from home plate),first,0.00012760853449743264,0.0002552148840547478,-0.6931386194183299
5023,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,the lowest forward gear ratio in the gear box of a motor vehicle; used to start a car moving,first,0.00012760853449743264,0.0002552148840547478,-0.6931386194183299
5024,"[1, 0]","[0, 0, 0, 0, 1]",n,0.125,0.0,an honours degree of the highest class,first,0.00012760853449743264,0.0002552148840547478,-0.6931386194183299
5025,"[29, 7]","[9, 0, 1, 6, 20]",n,0.0,0.0,"a mechanism for keeping something cool; ""the cooling was overhead fans""",cool,0.0010208682759794612,0.003828223260821217,-1.3217472788407043
5026,"[29, 7]","[9, 0, 1, 6, 20]",n,0.125,0.375,"great coolness and composure under strain; ""keep your cool""",cool,0.0010208682759794612,0.003828223260821217,-1.3217472788407043
5027,"[29, 7]","[9, 0, 1, 6, 20]",n,0.25,0.375,"the quality of being at a refreshingly low temperature; ""the cool of early morning""",cool,0.0010208682759794612,0.003828223260821217,-1.3217472788407043
5028,"[10, 7]","[7, 1, 1, 1, 7]",n,0.0,0.0,"a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink; ""don't expect a good meal at a cabaret""; ""the gossip columnist got his information by visiting nightclubs every night""; ""he played the drums at a jazz club""",club,0.0010208682759794612,0.0014036818623011128,-0.3184451699769194
5029,"[10, 7]","[7, 1, 1, 1, 7]",n,0.125,0.0,"stout stick that is larger at one end; ""he carried a club in self defense""; ""he felt as if he had been hit with a club""",club,0.0010208682759794612,0.0014036818623011128,-0.3184451699769194
5030,"[10, 7]","[7, 1, 1, 1, 7]",n,0.0,0.0,"a playing card in the minor suit that has one or more black trefoils on it; ""he led a small club""; ""clubs were trumps""",club,0.0010208682759794612,0.0014036818623011128,-0.3184451699769194
5031,"[10, 7]","[7, 1, 1, 1, 7]",n,0.0,0.0,"a building that is occupied by a social club; ""the clubhouse needed a new roof""",club,0.0010208682759794612,0.0014036818623011128,-0.3184451699769194
5032,"[10, 7]","[7, 1, 1, 1, 7]",n,0.0,0.0,golf equipment used by a golfer to hit a golf ball,club,0.0010208682759794612,0.0014036818623011128,-0.3184451699769194
5033,"[10, 7]","[7, 1, 1, 1, 7]",n,0.0,0.0,"a team of professional baseball players who play and travel together; ""each club played six home games with teams in its own division""",club,0.0010208682759794612,0.0014036818623011128,-0.3184451699769194
5034,"[10, 7]","[7, 1, 1, 1, 7]",n,0.0,0.0,"a formal association of people with similar interests; ""he joined a golf club""; ""they formed a small lunch society""; ""men from the fraternal order will staff the soup kitchen today""",club,0.0010208682759794612,0.0014036818623011128,-0.3184451699769194
5035,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,"the act of binding yourself (intellectually or emotionally) to a course of action; ""his long commitment to public service""; ""they felt no loyalty to a losing team""",dedication,0.00038282560349229796,0.0001276074420273739,1.098620849809725
5036,"[0, 2]","[1, 0, 0, 0, 1]",n,0.875,0.0,complete and wholehearted fidelity,dedication,0.00038282560349229796,0.0001276074420273739,1.098620849809725
5037,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,a short message (as in a book or musical work or on a photograph) dedicating it to someone or something,dedication,0.00038282560349229796,0.0001276074420273739,1.098620849809725
5038,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,a message that makes a pledge,dedication,0.00038282560349229796,0.0001276074420273739,1.098620849809725
5039,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,a ceremony in which something (as a building) is dedicated to some goal or purpose,dedication,0.00038282560349229796,0.0001276074420273739,1.098620849809725
5040,"[1, 1]","[1, 0, 0, 0, 1]",a,0.0,0.0,"of or relating to or characteristic of Sweden or its people or culture or language; ""the Swedish King""; ""Swedish punch""; ""Swedish umlauts""",swedish,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
5041,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,one of the Teutonic people who invaded the Roman Empire in the 3rd to 5th centuries,goth,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
5042,"[9, 3]","[4, 0, 1, 0, 7]",n,0.0,0.0,a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound,vibe,0.0005104341379897306,0.001276074420273739,-0.9162821707325398
5043,"[9, 3]","[4, 0, 1, 0, 7]",n,0.0,0.125,"a distinctive emotional aura experienced instinctively; ""that place gave me bad vibrations""; ""it gave me a nostalgic vibe""",vibe,0.0005104341379897306,0.001276074420273739,-0.9162821707325398
5044,"[2, 1]","[1, 0, 1, 0, 1]",n,0.0,0.0,the group following and attending to some important person,entourage,0.0002552170689948653,0.0003828223260821217,-0.40545654696654915
5045,"[85, 11]","[8, 0, 3, 36, 49]",n,0.375,0.0,"activities that are enjoyable or amusing; ""I do it for the fun of it""; ""he is fun to have around""",fun,0.0015313024139691918,0.010974240014354155,-1.969432085323892
5046,"[85, 11]","[8, 0, 3, 36, 49]",n,0.125,0.125,"violent and excited activity; ""she asked for money and then the fun began""; ""they began to fight like fun""",fun,0.0015313024139691918,0.010974240014354155,-1.969432085323892
5047,"[85, 11]","[8, 0, 3, 36, 49]",n,0.0,0.0,"a disposition to find (or make) causes for amusement; ""her playfulness surprised me""; ""he was fun to be with""",fun,0.0015313024139691918,0.010974240014354155,-1.969432085323892
5048,"[85, 11]","[8, 0, 3, 36, 49]",n,0.0,0.5,"verbal wit or mockery (often at another's expense but not to be taken seriously); ""he became a figure of fun""; ""he said it in sport""",fun,0.0015313024139691918,0.010974240014354155,-1.969432085323892
5049,"[0, 1]","[0, 0, 1, 0, 0]",n,0.0,0.0,a port city in Japan on Osaka Bay in southern Honshu; was damaged by an earthquake in 1995,kobe,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
5050,"[5, 0]","[2, 0, 0, 0, 3]",n,0.0,0.0,the act of hopping; jumping upward or forward (especially on one foot),hop,0.00012760853449743264,0.0007656446521642434,-1.7917509080864398
5051,"[5, 0]","[2, 0, 0, 0, 3]",n,0.0,0.0,an informal dance where popular music is played,hop,0.00012760853449743264,0.0007656446521642434,-1.7917509080864398
5052,"[0, 31]","[30, 0, 0, 0, 1]",a,0.0,0.0,"related to a Spanish-speaking people or culture; ""the Hispanic population of California is growing rapidly""",hispanic,0.004083473103917845,0.0001276074420273739,3.465744463941342
5053,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,a person who has been converted to another religious or political belief,convert,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
5054,"[0, 10]","[9, 0, 0, 1, 0]",n,0.0,0.25,discriminatory or abusive behavior towards members of the opposite sex,sexism,0.0014036938794717592,0.0001276074420273739,2.397903833939986
5055,"[14, 1]","[7, 1, 0, 3, 4]",n,0.0,0.0,a shade of pink tinged with yellow,peach,0.0002552170689948653,0.0019141116304106085,-2.0148944594006495
5056,"[14, 1]","[7, 1, 0, 3, 4]",n,0.0,0.0,downy juicy fruit with sweet yellowish or whitish flesh,peach,0.0002552170689948653,0.0019141116304106085,-2.0148944594006495
5057,"[3, 1]","[1, 0, 0, 0, 3]",n,0.0,0.0,fabric woven from cotton fibers,cotton,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
5058,"[3, 1]","[1, 0, 0, 0, 3]",n,0.0,0.0,thread made of cotton fibers,cotton,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
5059,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"the act of applying force to propel something; ""after reaching the desired velocity the drive is cut off""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5060,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,the act of controlling and steering the movement of a vehicle or animal,drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5061,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"a journey in a vehicle (usually an automobile); ""he took the family for a drive in his new car""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5062,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,the act of driving a herd of animals overland,drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5063,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.125,(sports) a hard straight return (as in tennis or squash),drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5064,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"hitting a golf ball off of a tee with a driver; ""he sliced his drive out of bounds""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5065,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"hitting a golf ball off of a tee with a driver; ""he sliced his drive out of bounds""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5066,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"a series of actions advancing a principle or tending toward a particular end; ""he supported populist campaigns""; ""they worked in the cause of world peace""; ""the team was ready for a drive toward the pennant""; ""the movement to end slavery""; ""contributed to the war effort""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5067,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"a wide scenic road planted with trees; ""the riverside drive offers many exciting scenic views""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5068,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"a mechanism by which force or power is transmitted in a machine; ""a variable speed drive permitted operation through a range of speeds""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5069,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,(computer science) a device that writes data onto or reads data from a storage medium,drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5070,"[19, 5]","[8, 1, 2, 3, 10]",n,0.0,0.0,"a road leading up to a private house; ""they parked in the driveway""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5071,"[19, 5]","[8, 1, 2, 3, 10]",n,0.5,0.0,"the trait of being highly motivated; ""his drive and energy exhausted his co-workers""",drive,0.0007656512069845959,0.002552148840547478,-1.2039642431843207
5072,"[46, 5]","[18, 4, 5, 3, 21]",n,0.0,0.0,a conveyance that transports people or objects,vehicle,0.0007656512069845959,0.005997549775286573,-2.0583795713403883
5073,"[46, 5]","[18, 4, 5, 3, 21]",n,0.0,0.0,"a medium for the expression or achievement of something; ""his editorials provided a vehicle for his political views""; ""a congregation is a vehicle of group identity""; ""the play was just a vehicle to display her talents""",vehicle,0.0007656512069845959,0.005997549775286573,-2.0583795713403883
5074,"[46, 5]","[18, 4, 5, 3, 21]",n,0.0,0.0,any inanimate object (as a towel or money or clothing or dishes or books or toys etc.) that can transmit infectious agents from one person to another,vehicle,0.0007656512069845959,0.005997549775286573,-2.0583795713403883
5075,"[0, 1]","[1, 0, 0, 0, 0]",a,0.125,0.25,"lacking wit or imagination; ""a pedestrian movie plot""",pedestrian,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
5076,"[1, 2]","[3, 0, 0, 0, 0]",n,0.0,0.0,"the capital and largest city of Sweden; located in southern Sweden on the Baltic; ""the Nobel Prize is awarded in Stockholm""",stockholm,0.00038282560349229796,0.0002552148840547478,0.40547366924977973
5077,"[11, 15]","[23, 0, 2, 0, 1]",n,0.0,0.0,mature female of mammals of which the male is called `bull',cow,0.0020417365519589223,0.0015312893043284868,0.2876906335933962
5078,"[11, 15]","[23, 0, 2, 0, 1]",n,0.0,0.0,"domesticated bovine animals as a group regardless of sex or age; ""so many head of cattle""; ""wait till the cows come home""; ""seven thin and ill-favored kine""- Bible; ""a team of oxen""",cow,0.0020417365519589223,0.0015312893043284868,0.2876906335933962
5079,"[11, 15]","[23, 0, 2, 0, 1]",n,0.0,0.0,"female of domestic cattle: ""`moo-cow' is a child's term""",cow,0.0020417365519589223,0.0015312893043284868,0.2876906335933962
