,class,tweet,score,sim
19083,1,"RT @hayybacon: &#8220;@phizzyph0: If she got the Chipotle Plug, Cuff that hoe&#8221; #TwitterlessAlex @vngelinaa_",-2.0148858982590343,0.1
17899,1,RT @Tylar____: @1stBlocJeremiah lol why you tryna be raw doe bitch,3.1420687387585398,0.1
12087,0,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe,2.302593654135661,0.1
4831,1,@TOnycranshaw22 that bitch bouta be ZOOTED,2.5455398327460506,0.1
4833,1,@TRob_waddUP @Jordan__Grimes @_TurnDownDre @kushdaddycorr lmao pussy,0.847306421528819,0.1
4835,2,@TTUKingsbury morphing into Charlie Weis will never cease to be disturbing.,-0.4332960300256273,0.1
19103,2,RT @hoes: Emma Watson #TheOscars2014 &#128515;&#128515; http://t.co/INeOGli7G9,1.223783992763731,0.1
1332,1,&#8220;@JasminePhillies: wulf bitch http://t.co/foejLgirAd&#8221; thank you&#128079;&#128079;&#128079;&#128079; http://t.co/daHQZU040n,2.5455398327460506,0.1
22949,1,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive",2.5455398327460506,0.1
1267,1,&#8220;@FxckAshUK: @TheKaosYatti Ain't my gf you lil nigguh stfu &#128557;&#128514;&#8221; glory be to GOD then lmfaooooooo &#128557;&#128554;&#128517;,0.9721478206948098,0.1
4638,0,@Sammytbh whats your youtube channel then faggot,-0.650579004999534,0.1
17643,0,RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg,0.0079137406487286,0.1
13683,1,Only niggah on my TL so getting off now,-0.3030415415384795,0.1
14263,1,RT @BIGBROWNLEE: The Homie @WersMyLIGHTAAAA Got This bitch Rocken,2.5455398327460506,0.1
6386,1,@kenzayye ruga bussed yo bitch #bowbow,2.5455398327460506,0.1
6374,1,@kayysavage bitch &amp; if they wasnt &#128514;&#128557;,2.5455398327460506,0.1
19232,1,"RT @igbanamibani: &#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/TSb0xljRNy&#8221;lol",1.223783992763731,0.1
1204,1,&#8220;@CuffablePisces: TONY ROMO in my #Top10QBs bitches&#8221; http://t.co/17sA90xG2H,-0.5599126480229566,0.1
19222,1,RT @iamhusk: lmfaoo RT @G_Coppo: LMFAO RT @Zoo757: Lmao RT @DisrespectfulTy: You niggers move sooo fast http://t.co/g8m1TEyzpt,0.4834523330027224,0.1
17678,1,RT @TheKizzler: make today yo bitch,2.5455398327460506,0.1
1212,1,"&#8220;@Damino96: &#8220;I&#8217;m afraid of commitment&#8221; 
-A hoe&#8221;",0.3231526670326377,0.1
23025,1,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;,2.8640021250062007,0.1
17682,1,RT @TheLittleFella_: S/O to @thereal_EMandM for his shitty fuzzy hat. Made sure he wasn't getting laid lmfao,1.5973663727457343,0.1
6240,1,@jehsee_ You got all the bitches though.,2.5455398327460506,0.1
6351,1,@katelyn_lomax I'm not a nig. &#128548;,0.3231526670326377,0.1
17701,1,RT @TheOnlyReed: Warm that pussy up,0.847306421528819,0.1
6340,1,@karlamorenoo just look for the realest niggah on rosecrans that be me lol,0.5281156755599348,0.1
6338,1,@karlamorenoo aha your welcome niggah &#128520;,-0.451976562601442,0.1
4681,1,@ShakiyaTeniece @celebrity_ke she said she aint tricking off on them hoes...lls...foolish,-0.7084980885050286,0.1
6324,1,@justinmiculka01 @edgarguillenjr @blakeanderson21 @jo_clark6 @dalton_ryann @cjjsanchez @delao_chris quit being a bitch,2.868692499778688,0.1
1237,1,&#8220;@DuncanHines_: @KB_Three fck you nigger&#8221; lol jk bra,8.561141615412339e-06,0.1
17721,2,RT @TheRisingStar23: Shy Glizzy Decent Af,-1.945901587913698,0.1
4695,1,@ShesLeslee you sure ?. . . And lmao pussy!,0.847306421528819,0.1
17747,1,RT @The_Race_Draft: Obama ain't playin with these hoes... http://t.co/b6Opj6D25y,1.223783992763731,0.1
17762,1,"RT @ThinknMoney_365: @Wendys , @TacoBell , &amp; @McDonalds yall bitches needa start delivering !!",2.2507488536670213,0.1
17765,1,RT @Thomas16v: That's my bitch &#128521;,2.5455398327460506,0.1
17768,2,RT @Thotcho: See the jumbotron? That&#8217;s where the jig is,-2.224614990382719,0.1
1266,1,&#8220;@Future_Reich: All y'all some fucking coons&#8221; http://t.co/wU7r3OBxhR,3.2798450857995034,0.1
1223,1,"&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/hiMKk7fYxB&#8221;&#128557;",1.223783992763731,0.1
23591,1,awwwww Alex Smith broke his pussy,0.847306421528819,0.1
13999,1,RT @1Smedia: When a hoe gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L,1.5469366597963687,0.1
14792,1,RT @CraziestSex: if you don't eat pussy you're childish and immature.,0.5419333331192524,0.1
3029,1,@Diishaidiamond lmao yesterday ? Them hoes was cute af lol,1.223783992763731,0.1
11328,1,I'm not BROKE &#128080;&#128581;&#128078;&#128164; bitch I'm BLESSED &#128588;&#128591;&#128591;&#128077;&#128077;&#128076;&#9996;&#65039;&#128175;,2.5455398327460506,0.1
15418,1,RT @HG_Shit: @1BookieG them klutzy bitches,2.5455398327460506,0.1
14711,2,"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;",-1.9461898868596164,0.1
3458,1,@ILIKECATS74 @yoPapi_chulo @sizzurp__ @brandonernandez @bootyacid you do realize ya pussy stank right?,1.355728060031041,0.1
14906,1,RT @DailySexSupply: This how all the hoes gonna be like tonight&#128514;&#128514;&#128514; http://t.co/kVIOAiEpcB,2.2520461616322094,0.1
24506,1,the bae gettin her nips pierced &#128525;&#128525;,-0.6931386194183299,0.1
11625,1,If you ballin then buy ya bitch something,2.5455398327460506,0.1
15399,1,"RT @GvldRve: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221; You ain't lyi&#8230;",0.2456943666242148,0.1
3009,1,@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm coming bitches.,2.5455398327460506,0.1
11626,1,If you balling buy yo bitch somethin,2.5455398327460506,0.1
20273,2,"RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST",3.332695385002196,0.1
20845,2,Sierra almost got caught with the ole hick &#128514;&#128514;&#128514;,-3.0910338922167004,0.1
12696,2,"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials",-0.579809934111327,0.1
14915,2,RT @DamnFoodPorn: Oreo Cookie Pancakes #FoodPorn http://t.co/q6EvCvM3sO,-0.6931386194183299,0.1
2675,1,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(,3.506583580744828,0.1
2458,1,@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?,-0.5599126480229566,0.1
2677,1,@BrendaGisselCA then what the hell are the perks of being your hoe? This is some bullshit,6.854564767799658,0.1
20859,1,Since you hoes wanna be childish &#128514;&#128514;&#128514; http://t.co/P6v3xPXnrZ,1.223783992763731,0.1
20254,1,RT @tyler_yost: You guys are all the best @brownboy_U @Yojhan174 @caitnicole3 @alexiscarfield @CiCi_Phi love you nig nogs #indyfam,-1.4453780329135006,0.1
21317,1,Terio got all the hoes &#128557;,1.223783992763731,0.1
3444,1,"@IAmPikey 
Well ho di doe. Thank you",-1.3862857999782752,0.1
15674,2,"RT @ItsJustJill: Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;",-0.809043996496423,0.1
20312,1,RT @whatupwxll: @VivaLaKash &#128514;&#128514;&#128514; got dhem hoes !,1.223783992763731,0.1
16027,1,RT @KingCuh: @16stanleys @TEE_JONEZ damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,6.427583746961268,0.1
20344,1,RT @wrongmusicvine: #MusicThatDoesntMatch These hoes aint loyal! http://t.co/prXCfleT2W,1.223783992763731,0.1
3062,1,@DouneAldy what are you doing tonight pussy?,0.847306421528819,0.1
2500,0,"@AustinG1135 answer my snapchat faggot 
#butthurt",-0.2006621343205356,0.1
404,1,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies",2.5455398327460506,0.1
15984,1,RT @KerstinAnn_22: &#8220;@XxDopenessxX: This bitch is too real LOOOOOOL http://t.co/JTSNtWPLwR&#8221; yaga !!!!&#8221;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,2.8332304663394465,0.1
12612,1,Lol niccas remember the ginyu force &#128514;,0.1670626458047815,0.1
15462,1,"RT @Heissarcastic: ugly people : taken &#128143; 

nerds : taken &#128143; 

hoes : taken &#128143; 

everybody : taken &#128143; 

me : &#128694;",2.584299313712786,0.1
2495,1,@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055,1.223783992763731,0.1
2492,1,@AsvpRvchel @kittty_jpg nah that bitch stank,2.5455398327460506,0.1
414,2,"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",-1.3776277372351606,0.1
15997,1,RT @KeyshBeChillin Have you bitches done your Kegals today?,2.5455398327460506,0.1
15999,1,RT @KeyshawnSwag: Where my bitches from the itty bitty titty committe!!!????,2.9510135019958303,0.1
3047,2,@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,-0.6277558601554782,0.1
16001,1,RT @KiCKS0L0GY: Some bitches be forgetting,2.5455398327460506,0.1
3433,1,@Huntermoore so does my juicy pussy,0.847306421528819,0.1
21343,1,Thanksgiving with some #fam #Shaylay ignore the chink eyes http://t.co/uyVc2QDG,-0.4699950681041203,0.1
16006,2,RT @Kicks_AndTits23: Lewis so trash lmao,2.036890488402656,0.1
14887,2,"RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today &amp; more &#128525;

&#11015;&#65039;
http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;",0.5306539344870163,0.1
2487,1,@AsapTwelvyy bruh bruh that bitch ain't loyal !,2.5455398327460506,0.1
21335,2,Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,0.1053690767994417,0.1
2657,0,@BossMelle never followed him ignorant monkey,-0.9162821707325398,0.1
21334,2,Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,0.1053690767994417,0.1
9312,1,Fuck you tweetin me emojis for faggot RT @FrancoisKilljoy: @202SOLE &#9786;&#65039; http://t.co/R6UeWFUr8W,3.8000470207107098,0.1
9355,2,GA Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,0.2876906335933962,0.1
20874,2,Skippy and the Kats. #FezBandName @RonandFezSXM,-1.945901587913698,0.1
15320,2,RT @GabrielaAngela4: @JacklynAnnn I'm not even ghetto!!!!,0.6931557417015607,0.1
3550,0,@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,-1.225594857146187,0.1
16224,1,RT @LilTunechi: Pik taken by Biebz! Shout out my nig Jereme Rogers http://t.co/B1yhx9zuSV,1.0414709971113918,0.1
20203,2,"RT @tokmetzis: Dreigdwergen, haatsmurfen en de Roze Khmer: hoe Twitter een slagveld werd https://t.co/lhVKkkHQDF via @decorrespondent",-0.0458171924225266,0.1
3555,1,@JMuggaaa &#128527;&#128553;leezy got all the bitches,2.5455398327460506,0.1
8765,2,Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,1.2532099377987571,0.1
16250,1,RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@keepupwithle: She got the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,0.0208803563013195,0.1
8766,2,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,0.0671491812292127,0.1
9146,1,Follow a nicca on IG: im_yung_jay,0.3231526670326377,0.1
9392,2,George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.,-0.1769222943640447,0.1
16253,1,RT @Lizeth0714: NC's weather is seriously fucken retarded. How is it gonna be 40 something today and almost 80 Saturday,2.3881801920916206,0.1
514,1,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill",0.3231526670326377,0.1
8768,1,Does SZA have freckles on her pussy too?,0.847306421528819,0.1
7885,1,"BROS BEFORE HOS! ... and there I was with my bros, without any hos..",3.373473473998848,0.1
7878,1,"Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.",4.635824277733212,0.1
9145,1,Follow a nicca on IG: im_hollywood_jay,0.3231526670326377,0.1
16260,1,RT @LoganWarner12: These hoes ain't loyal,1.223783992763731,0.1
11463,1,Idgaf about these money hungry bitches,2.5455398327460506,0.1
14655,1,RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!,1.7917851526529012,0.1
20184,1,RT @tianaroseee_: Mary Jane my only bitch,2.5455398327460506,0.1
20945,1,"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &#128076;",2.868692499778688,0.1
15322,1,RT @GabrielaAngela4: That hoe wanta 6/6.,1.223783992763731,0.1
20249,1,RT @turk_jt12: That bitch ain't loyal.,2.5455398327460506,0.1
16193,1,RT @Liberienne: Iggy's sextape is prolly gon' be trash. The nigga she made it with is ugly.,6.827277053295548,0.1
16191,0,RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,6.559690171599007,0.1
14700,1,RT @ChukaOffor: Lmaooo hoes so childish &#128557;&#128514;&#128557;&#128514; http://t.co/uSFmd01sAF,1.223783992763731,0.1
16126,1,RT @LaLeaa_: #wcw both the babes @undrgrundghosts &amp; @0beyyourmaster . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2,0.4433119243318684,0.1
8735,2,Ding ding ding &#128514;&#128514; &#171;@saudiasade Sagittarius - trash.&#187;,0.6931557417015607,0.1
23963,1,http://t.co/bPU86qzYFt Lola Foxx &#8211; Steaming hot Nubile Lola Foxx shoves her dildo deep into her wet&#160;pussy http://t.co/br1Mjkk8dz,-1.5602914316743035,0.1
3500,1,@Im_Thirst Shin's a faggot. I'm glad your chipped him.,0.3231526670326377,0.1
7992,2,"Being coons &#8220;@FatTravis_6200: At??? @TiFFANY_P0RSCHE: Y'all are amazing.""&#8221;",-0.6931386194183299,0.1
20247,1,RT @tupactopus: hoes on my jitterbug,1.223783992763731,0.1
15346,2,RT @GianneNichole: trassshhh RT @Willie_OBeamen: Them 13's that come out this weekend so trash!,1.9797406357043223,0.1
7980,1,Been hooping all day tired than bitch,2.5455398327460506,0.1
14691,1,RT @ChrisJustJoking: Its Halloween everyday for dykes,0.4422529207530762,0.1
16152,1,"RT @Lawless_1: @3RedsPositives 
1) We are not the Cubs
2) We are not the Pirates
3) We damn sure ain't no f***ing Cardinals.

Who cares abo&#8230;",2.567474250115683,0.1
12842,1,"MiNo's &#8220;@daboss_s: &#8220;@willyroast2: Caption this==&gt; http://t.co/qr3OegnJLi""&#8221; Nah bitch...we're gonna keep our virginities&#8221;",0.1625360517810058,0.1
20229,1,RT @treymcgruder233: @22EdHam what you still doing up my nig,-1.3862857999782752,0.1
21563,2,The guinea fowls are not what they seem.,-3.970283352410507,0.1
16158,1,RT @LeBronVuitton: I'm not lickin that mini fro bitch&#128530;,-3.465727341658111,0.1
16165,1,RT @LeNoirAuteur: bitch don't do this RT @AZEALIABANKS: &#128078;,2.5455398327460506,0.1
3529,1,"@ItsMander
Is you sure you ain't colored?",-0.0571498526983332,0.1
16183,1,RT @LettyBro_: Yall hoes super weakkkkkkkk,1.223783992763731,0.1
14680,1,"RT @ChiefKeef: You niggaz get so emotionaaaal, You remind me of my bitch!",3.065741767657257,0.1
3531,2,"@ItsMander 
You tryin to say ofay?",-0.4279569848406475,0.1
3533,2,@ItsMeGrizz dink now uknow thats not true,-0.3628969325477531,0.1
7936,1,Bahaha omg &#128518;&#128557;&#128586; this bitch is crazyyy . http://t.co/HFkTledkpa,2.5455398327460506,0.1
7860,1,Awwwwww RT @Tyga: That ain't my hoe.,1.223783992763731,0.1
8159,1,Boy these downlow niccas should be ashamed,-0.2876735113101656,0.1
15484,1,RT @HighSociety26: These old hoes is madddd that @DrayaFace and @MalaysiaPargo slayed they attire!!! #BasketballWivesLA #DrayaMondays #Mala&#8230;,1.9859411670938585,0.1
3276,1,@GoHard_Brown @your_daddy9 &amp; xavier you bitch.,2.5455398327460506,0.1
312,0,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",0.2651987568609132,0.1
8487,2,Clearly I'm afraid of birds http://t.co/qA4O9Dr4vp,-1.722758036599488,0.1
14799,1,RT @Crimefetish: But bitches do that too http://t.co/KWFRABGuwj,2.5455398327460506,0.1
14854,1,RT @DEON1093: AHAAAA DUHHRT @PAPER_CHAYSIN: These hoes are for everyone !,1.223783992763731,0.1
237,1,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",0.9010191616422952,0.1
15768,1,"RT @JayMewes: This is how you eat pussy,repeat after me!!! https://t.co/8E0AqmIaL8",0.2148288465016395,0.1
322,1,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",2.868692499778688,0.1
12951,2,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....",3.8407884404462864,0.1
3310,0,@GrizzboAdams @wyattnuckels haha ight nig calm yoself,-0.6931386194183299,0.1
20659,2,See the jumbotron? That&#8217;s where the jig is,-2.224614990382719,0.1
15563,1,RT @IHaveSex_Alot: @100D_ real shiit my niggah &#128175;&#9994;,0.2876906335933962,0.1
3138,1,@EvanBecker513 what are you doing bitch,2.5455398327460506,0.1
8531,1,Coulda been fckd yo bitch &#128564;,2.5455398327460506,0.1
3132,1,@Eric_Mariners @chief_peters @LEXXX_RUGER @MANIAC3X @Rodriguez5_ this hoe wasn't loyal http://t.co/LG83fwLdwp,1.223783992763731,0.1
15554,1,RT @IAMTreyu: We gotta get rid of trash ass Alex smith,5.360134889736715,0.1
15553,1,"RT @IAMNICKlMINAJ: I'm not saying she's a hoe, but she's been on more wieners than Heinz Ketchup.",0.1606508598180935,0.1
2543,1,@BallardTheG_ get this nigguh of this streets,-1.3460119008403355,0.1
220,2,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",0.6931557417015607,0.1
20412,1,RT @young_thrill3r: These hoes ain't loyal,1.223783992763731,0.1
336,2,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",-2.367106491848386,0.1
2603,1,@Billythathird @Dimi_Artale aye were da fawking ginzos of fawking queens and fawking nassau,0.8303654243566612,0.1
14866,2,RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO,-2.833204782914601,0.1
11301,2,I'm jus a trill nicca mane,0.3231526670326377,0.1
15605,1,RT @Ilovebamf: #tbt with these bitches glad I met these fucks @Savage_530 @Brandonjw02 @JP_Gentleman #Friend&#128563; http://t.co/NHEeCJ7ukb,6.490799630300577,0.1
15660,0,RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,1.893559285821228,0.1
20556,2,Ruby is not ugly #bunga bunga,-1.945901587913698,0.1
15692,2,"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19",0.4054822303913951,0.1
15695,1,RT @JAYREIDOFFICIAL: Jus know ...S/O to my nicca @im_yung_jay #BKent #MME1636 http://t.co/3XInzjnm2u,0.1598382412030868,0.1
15659,0,RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb,2.302593654135661,0.1
21414,1,That niggah is me lol TMLT &#128514;&#128514;&#128514;,0.5202019349112061,0.1
3229,2,"@GOPBlackChick @barrackobama just said u.s.was full of nice,giving,smart ppl.I thought we were mean,unexceptional,bitter clingers?#evolved?",0.2876991947350116,0.1
11561,1,If only you bitches REALLY knew,2.5455398327460506,0.1
2592,1,@BigQuinn_Liam @RJ_Diego11 did you get your volcano yet faggot,-1.0986037275264944,0.1
24280,1,no im not weezy bitch im wheezy from that chronic cough,3.303401193922942,0.1
3236,1,@GabrielaAngela4 @DeliaParedez @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar @rikki_lovee whatever Gabby! You hoe,1.223783992763731,0.1
15638,1,RT @ImTooMuch: Trent Richardson so trash,2.036890488402656,0.1
24316,1,omg that bitch sang uninvited? ugh :-( RT @AlanisNews: Setlist #mainestatepier http://t.co/tD3Bi3Ev2G,1.8524012133277208,0.1
3182,1,@FloralElephants *pom poms* YOU MAKE THAT SHIT YEAHHHH,2.1559901799437857,0.1
15627,1,RT @ImNeverChillin: You bitches are so inconsiderate smh http://t.co/EInVs4YqpF,2.5455398327460506,0.1
3176,1,@FixUpMayte @TheRealYoungZel @DivaMonRoe2uHoE I'm destroying this bitch dawg,2.5455398327460506,0.1
3174,1,@Fit4LifeMike @chanelisabeth shut up fuckin beaner,0.9808378141533416,0.1
21400,1,That hoe said...my booty on fleek lmfaooo,1.223783992763731,0.1
2567,1,@BeattyJustin @KYOppCoalition And just what is that bitch gonna do for women?,3.1027399382115823,0.1
20485,1,Real niccas relate fuk niccas perpetrate,0.2876906335933962,0.1
20613,2,Sapete che? Vi odio..... ho finito..,0.6931557417015607,0.1
9218,1,Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture http://t.co/LFpQ4fHr9F,-1.0941408160354984,0.1
21503,2,The Pirates have made the playoffs and the Yankees are out...hell has frozen over,0.9808463752949568,0.1
12625,1,Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;,-0.0935174968692081,0.1
3332,1,@HBMostDope @SODMG_P_COOK both of y'all pussy boa!,0.847306421528819,0.1
375,1,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",2.5455398327460506,0.1
15513,1,RT @HolyJacob: #InBaltimore if you attractive everyby will believe you have the niggas/bitches regardless of if you really do or do not,0.1639365399174811,0.1
199,1,"""@NastyCopper: Money getting taller and bitches getting blurry""",2.5455398327460506,0.1
3087,1,@DustinHooper225 should be lol lil bitch,2.5455398327460506,0.1
8208,1,Bruh this niggah always falls asleep ! &#128530;&#128529;,-2.1747431603425453,0.1
20362,0,RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG,-2.424785603435064,0.1
378,1,"""@realFORTES: Grudges are for weirdos""and bitches",2.5455398327460506,0.1
15503,2,RT @Hobson_2: That's for the birds.,-1.722758036599488,0.1
380,2,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",0.9162992930157704,0.1
15502,2,"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels""
&#8230;",-1.4678900651171032,0.1
14754,1,RT @ComedyPics: If Kanye took Kim to McDonald&#8217;s then ya hoes don&#8217;t deserve $200 Dates http://t.co/2QK4I1fRTs,-0.4652956491011857,0.1
20358,1,RT @xDSmooth: Free my niggah @1BookieG,-0.819890325057474,0.1
20742,1,She know that im that niggah,0.5877952260437344,0.1
20747,1,"She reps that O13 

Yeah. 

Only the baddest of bitches #1x",1.670079656533766,0.1
190,2,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",0.6654147117550229,0.1
20748,1,She said aye whass hannin lil bitch lol,2.5455398327460506,0.1
15488,1,RT @HilariousSelfie: how ugly bitches take selfies &#128557; http://t.co/SNt2iOmhGr,2.5455398327460506,0.1
15934,2,"RT @KMOquality: Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;",1.4793260758642113,0.1
20356,1,RT @xDSmooth: @Mixxed_BreedXO @1BookieG this niggah was tripping over everybody,-1.15267094879677,0.1
24118,2,"jig levitating RT @mashable: Samsung made fun of #Bendgate. Now the Galaxy Note 4 fails, too. http://t.co/aJFlpcj7yR http://t.co/aSVspIQXmH",-9.90034033552405,0.1
15946,1,RT @KaliKushDoll_: Lovee this bitch istg @HaveMercyyy !!! http://t.co/WkczWwG6,2.5455398327460506,0.1
20367,1,RT @xPoppinWheelies: &#8220;@1stBlocJeremiah: All y'all bitches corny lol&#8221;rt,2.5455398327460506,0.1
15817,1,RT @JimmyCollinsss: @WesOrrJames all love my nig,-1.1859457376816425,0.1
14761,2,RT @Comp10Tx: Rihanna really is trash,2.036890488402656,0.1
15523,2,RT @HoodsButtCrack: @vegebitemeash 10 brownie points for you,0.1941645755825728,0.1
3334,1,"@HOGANnoHulk_ @Lov3Tadaisha Terrance you wanna be one of my ""hoes"" &#128514;&#9995;",1.1225388202001736,0.1
2533,1,@BUNNYDaHONEY &lt;= got all the hoes,1.223783992763731,0.1
8557,1,"Cuh, this is our SCRUM&#9994; #FallSevens #DisTONGA #NiniWubbsMe We're finna smash some bitches&#128170;&#128079; #Rugby http://t.co/6VufVaO2ek",-3.21885870258497,0.1
14778,2,RT @Cosabandonada: Parque de atracciones abandonado en Jap&#243;n. http://t.co/dn0JIid4f4,-0.6418453250307795,0.1
14775,1,RT @CoryLafon: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/CZTh5NhUDu&#8221;LMFAOOOOOOOOOOOO,3.931842755007557,0.1
3350,2,@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,0.7889571572059244,0.1
2530,1,@BRIdifferent bishhhhhh waasup where this bitch up,2.5455398327460506,0.1
8255,1,But not prettier than Amber's. RT @YumiYoko: Her pussy is pretty,-0.7621229297636661,0.1
3356,0,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.,2.302593654135661,0.1
15869,1,RT @JsOnMyTweet: &#8220;@muurdasteven: &#8220;@buttsigns: this bitch is garbage at gta.... https://t.co/WpiA0bVGjU&#8221;LMFAOOOOO&#8221;&lt; &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,3.798311362383034,0.1
356,2,"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",1.4705150896215544,0.1
9199,1,Friday is gunna be my bitch,2.5455398327460506,0.1
14771,1,RT @Coop_oz: I'm Tryna be like steez &#128175; bro got dem hoes rir,2.2520461616322094,0.1
3107,1,@EdgarGuillenjr @jo_clark6 @dalton_ryann @dault24 @blakeanderson21 @justinmiculka01 @ktit_418 @aaronbaxter9 you a bitch Edgar,2.868692499778688,0.1
3361,1,@HeilSidious @dyldobaggenss whatta you fags doin?,1.098620849809725,0.1
